InvoiceID,InvoiceDate,DueDate,PaymentDate,CustomerID,CustomerName,Region,Country,City,Segment,PaymentTerms,SalesRepID,SalesRepName,InvoiceAmount,AmountReceived,OutstandingAmount,PaymentStatus,DaysToPay,DaysOverdue,AgingBucket,AgingBucketSort
AR-202502-10635,2025-02-18,2025-04-04,2025-05-10,CUST0303,Vertex Industries,Europe,Netherlands,Amsterdam,Mid-Market,Net 45,REP029,Hannah Baker,21906.75,21906.75,0.0,Paid,81.0,0,Current,1
AR-202506-10636,2025-06-27,2025-08-26,2025-09-02,CUST1454,Orion Group,Europe,Spain,Madrid,Mid-Market,Net 60,REP058,Ike Okoye,283.69,93.22,190.47,Overdue,67.0,35,31-60,3
AR-202404-10637,2024-04-29,2024-05-29,2024-06-23,CUST0397,Quantum Logistics,Africa,Nigeria,Abuja,SME,Net 30,REP001,Ravi Ahmed,968.63,968.63,0.0,Paid,55.0,0,Current,1
AR-202506-10638,2025-06-15,2025-07-15,2025-08-03,CUST0233,Harbor Retailers,UK,Scotland,Glasgow,Enterprise,Net 30,REP054,Kemi Ahmed,8784.75,5692.85,3091.9,Overdue,49.0,77,61-90,4
AR-202506-10639,2025-06-23,2025-07-23,2025-08-10,CUST0350,Harbor Industries,UK,Scotland,Glasgow,SME,Net 30,REP025,Ada Davis,23329.33,23329.33,0.0,Paid,48.0,0,Current,1
AR-202402-10640,2024-02-27,2024-04-12,2024-04-23,CUST1269,Alpha Solutions,Africa,South Africa,Johannesburg,Mid-Market,Net 45,REP037,Maya Patel,4743.79,4743.79,0.0,Paid,56.0,0,Current,1
AR-202409-10641,2024-09-15,2024-10-15,2024-10-12,CUST0648,Maple Trading,Africa,Kenya,Nairobi,Mid-Market,Net 30,REP049,Tunde Hughes,5612.11,5612.11,0.0,Paid,27.0,0,Current,1
AR-202410-10642,2024-10-13,2024-11-12,2024-11-07,CUST0924,Vertex Solutions,Europe,France,Paris,Mid-Market,Net 30,REP006,Priya Brown,14601.83,14601.83,0.0,Paid,25.0,0,Current,1
AR-202401-10643,2024-01-25,2024-02-09,,CUST1367,Umbra Industries,UK,Scotland,Glasgow,SME,Net 15,REP025,Ada Davis,3717.61,0.0,3717.61,Overdue,,599,90+,5
AR-202409-10644,2024-09-26,2024-10-26,2024-10-26,CUST0519,Quantum Solutions,Europe,Germany,Berlin,SME,Net 30,REP027,Tunde Campbell,18259.19,18259.19,0.0,Paid,30.0,0,Current,1
AR-202505-10645,2025-05-07,2025-06-06,2025-06-24,CUST0124,Orion Retailers,UK,England,Leeds,SME,Net 30,REP015,David Muller,2506.35,2506.35,0.0,Paid,48.0,0,Current,1
AR-202502-10646,2025-02-24,2025-04-25,,CUST0601,Vertex Supplies,UK,England,Birmingham,SME,Net 60,REP043,Ravi Nguyen,16912.67,0.0,16912.67,Overdue,,158,90+,5
AR-202504-10647,2025-04-06,2025-05-21,2025-05-30,CUST0919,Delta Supplies,Africa,Nigeria,Abuja,Mid-Market,Net 45,REP057,Ola Garcia,861.45,429.69,431.76,Overdue,54.0,132,90+,5
AR-202403-10648,2024-03-23,2024-04-22,2024-04-16,CUST1351,Alpha Enterprises,Europe,Spain,Madrid,SME,Net 30,REP053,Julia Lee,17646.64,17646.64,0.0,Paid,24.0,0,Current,1
AR-202401-10649,2024-01-09,2024-03-09,2024-03-19,CUST0120,Maple Industries,Africa,Kenya,Nairobi,SME,Net 60,REP007,Liam Chen,21211.21,13461.93,7749.28,Overdue,70.0,570,90+,5
AR-202402-10650,2024-02-26,2024-03-12,,CUST0644,Quantum Enterprises,UK,England,Leeds,SME,Net 15,REP050,Ella Khan,20310.6,0.0,20310.6,Overdue,,567,90+,5
AR-202409-10651,2024-09-24,2024-10-24,2024-10-20,CUST1434,Harbor Solutions,UK,England,Birmingham,SME,Net 30,REP050,Ella Khan,7555.21,7555.21,0.0,Paid,26.0,0,Current,1
AR-202405-10652,2024-05-04,2024-06-03,2024-07-02,CUST0937,Aspen Trading,Europe,Italy,Rome,Enterprise,Net 30,REP021,Ella Hughes,24936.68,7410.85,17525.83,Overdue,59.0,484,90+,5
AR-202412-10653,2024-12-13,2025-01-12,2025-01-15,CUST0968,Willow Trading,UK,Scotland,Glasgow,SME,Net 30,REP060,Liam Campbell,10084.09,10084.09,0.0,Paid,33.0,0,Current,1
AR-202411-10654,2024-11-28,2024-12-28,,CUST1138,Terra Group,Africa,South Africa,Cape Town,Enterprise,Net 30,REP049,Tunde Hughes,8962.24,0.0,8962.24,Overdue,,276,90+,5
AR-202506-10655,2025-06-20,2025-08-04,2025-08-07,CUST0838,Delta Logistics,Africa,Nigeria,Abuja,SME,Net 45,REP039,Julia Singh,11848.69,3333.35,8515.34,Overdue,48.0,57,31-60,3
AR-202412-10656,2024-12-15,2025-01-29,2025-01-29,CUST1091,Alpha Solutions,UK,England,Birmingham,SME,Net 45,REP050,Ella Khan,10072.54,10072.54,0.0,Paid,45.0,0,Current,1
AR-202411-10657,2024-11-28,2025-01-12,2025-01-20,CUST1374,Delta Trading,Europe,Spain,Madrid,SME,Net 45,REP026,Maya Campbell,1842.27,1842.27,0.0,Paid,53.0,0,Current,1
AR-202403-10658,2024-03-01,2024-03-31,2024-04-01,CUST1277,Quantum Industries,Africa,Nigeria,Abuja,SME,Net 30,REP001,Ravi Ahmed,22362.46,22362.46,0.0,Paid,31.0,0,Current,1
AR-202502-10659,2025-02-19,2025-03-21,2025-04-09,CUST1188,Delta Industries,Europe,Italy,Rome,SME,Net 30,REP006,Priya Brown,2529.89,2529.89,0.0,Paid,49.0,0,Current,1
AR-202508-10660,2025-08-11,2025-09-10,,CUST0672,Umbra Supplies,Africa,Nigeria,Lagos,SME,Net 30,REP020,Hannah Lee,17044.33,0.0,17044.33,Overdue,,20,1-30,2
AR-202504-10661,2025-04-30,2025-06-14,2025-06-27,CUST0997,Harbor Trading,Africa,Kenya,Nairobi,SME,Net 45,REP009,Ike Okoye,23673.23,23673.23,0.0,Paid,58.0,0,Current,1
AR-202411-10662,2024-11-17,2024-12-17,2024-12-11,CUST0953,Umbra Holdings,UK,England,London,SME,Net 30,REP032,Sara Garcia,596.88,596.88,0.0,Paid,24.0,0,Current,1
AR-202503-10663,2025-03-20,2025-05-04,2025-05-05,CUST1361,Aspen Logistics,Africa,South Africa,Johannesburg,SME,Net 45,REP045,Chinwe Nguyen,10345.99,10345.99,0.0,Paid,46.0,0,Current,1
AR-202405-10664,2024-05-23,2024-06-22,2024-07-07,CUST0288,Willow Supplies,Africa,Kenya,Nairobi,Enterprise,Net 30,REP046,Ben Williams,7941.38,7941.38,0.0,Paid,45.0,0,Current,1
AR-202405-10665,2024-05-06,2024-06-05,2024-06-07,CUST0574,Vertex Logistics,Europe,Germany,Berlin,Mid-Market,Net 30,REP058,Ike Okoye,3160.47,3160.47,0.0,Paid,32.0,0,Current,1
AR-202404-10666,2024-04-16,2024-05-16,2024-05-15,CUST0291,Alpha Logistics,Europe,Italy,Rome,SME,Net 30,REP034,Ola Patel,7318.03,7318.03,0.0,Paid,29.0,0,Current,1
AR-202405-10667,2024-05-08,2024-06-07,,CUST1281,Epsilon Trading,UK,England,Birmingham,SME,Net 30,REP054,Kemi Ahmed,10513.84,0.0,10513.84,Overdue,,480,90+,5
AR-202407-10668,2024-07-08,2024-08-07,2024-08-08,CUST1108,Radiant Partners,Africa,Kenya,Nairobi,SME,Net 30,REP023,Kemi Lee,6493.79,6493.79,0.0,Paid,31.0,0,Current,1
AR-202402-10669,2024-02-26,2024-04-11,,CUST0773,Maple Enterprises,UK,England,Birmingham,SME,Net 45,REP002,Ike Khan,14330.25,0.0,14330.25,Overdue,,537,90+,5
AR-202405-10670,2024-05-10,2024-06-09,2024-06-12,CUST1025,Orion Supplies,Europe,Germany,Berlin,SME,Net 30,REP053,Julia Lee,1084.2,1084.2,0.0,Paid,33.0,0,Current,1
AR-202406-10671,2024-06-15,2024-07-15,2024-08-01,CUST0357,Terra Industries,Europe,Netherlands,Amsterdam,Mid-Market,Net 30,REP042,Julia Dubois,4306.62,3436.3,870.32,Overdue,47.0,442,90+,5
AR-202502-10672,2025-02-07,2025-02-22,2025-02-25,CUST1187,Pioneer Trading,Africa,South Africa,Cape Town,SME,Net 15,REP055,Ike Williams,24929.34,24929.34,0.0,Paid,18.0,0,Current,1
AR-202509-10673,2025-09-21,2025-10-06,2025-10-24,CUST0231,Orion Industries,Europe,France,Paris,SME,Net 15,REP059,Sara Singh,17075.62,12070.45,5005.17,Partially Paid,33.0,0,Current,1
AR-202507-10674,2025-07-10,2025-08-24,2025-09-16,CUST0592,Orion Logistics,UK,England,Leeds,Mid-Market,Net 45,REP040,Noah Rossi,22237.53,22237.53,0.0,Paid,68.0,0,Current,1
AR-202503-10675,2025-03-12,2025-03-27,2025-03-30,CUST0977,Summit Holdings,Europe,Spain,Madrid,Enterprise,Net 15,REP014,Sara Nguyen,10303.79,10303.79,0.0,Paid,18.0,0,Current,1
AR-202410-10676,2024-10-23,2024-12-07,2024-12-07,CUST0486,Alpha Holdings,Africa,Nigeria,Abuja,Mid-Market,Net 45,REP009,Ike Okoye,22707.95,22707.95,0.0,Paid,45.0,0,Current,1
AR-202404-10677,2024-04-23,2024-05-23,,CUST0318,Vertex Holdings,Africa,South Africa,Johannesburg,Mid-Market,Net 30,REP045,Chinwe Nguyen,18511.73,0.0,18511.73,Overdue,,495,90+,5
AR-202408-10678,2024-08-09,2024-09-23,2024-09-24,CUST0832,Willow Enterprises,Europe,France,Paris,SME,Net 45,REP041,Quinn Dubois,3488.65,3488.65,0.0,Paid,46.0,0,Current,1
AR-202407-10679,2024-07-28,2024-09-11,,CUST0797,Pioneer Holdings,UK,England,Leeds,Mid-Market,Net 45,REP015,David Muller,356.11,0.0,356.11,Overdue,,384,90+,5
AR-202508-10680,2025-08-28,2025-09-27,2025-10-18,CUST1391,Radiant Enterprises,Africa,Kenya,Nairobi,SME,Net 30,REP001,Ravi Ahmed,563.18,369.9,193.28,Overdue,51.0,3,1-30,2
AR-202412-10681,2024-12-21,2025-01-20,2025-01-21,CUST0672,Umbra Supplies,Africa,Nigeria,Lagos,SME,Net 30,REP057,Ola Garcia,20758.58,20758.58,0.0,Paid,31.0,0,Current,1
AR-202505-10682,2025-05-05,2025-06-04,2025-06-04,CUST1070,Pioneer Enterprises,Africa,Nigeria,Abuja,Enterprise,Net 30,REP057,Ola Garcia,18258.18,18258.18,0.0,Paid,30.0,0,Current,1
AR-202410-10683,2024-10-27,2024-11-11,2024-11-14,CUST1044,Terra Solutions,Europe,Italy,Rome,SME,Net 15,REP036,Ella Baker,8081.23,8081.23,0.0,Paid,18.0,0,Current,1
AR-202407-10684,2024-07-24,2024-09-07,2024-09-08,CUST0696,Willow Group,Africa,South Africa,Cape Town,SME,Net 45,REP019,Ben Campbell,18092.09,6574.12,11517.97,Overdue,46.0,388,90+,5
AR-202412-10685,2024-12-20,2025-01-19,2025-02-23,CUST0777,Vertex Industries,Africa,South Africa,Cape Town,Mid-Market,Net 30,REP051,Ben Dubois,4108.91,4108.91,0.0,Paid,65.0,0,Current,1
AR-202503-10686,2025-03-03,2025-04-17,,CUST1422,Summit Partners,Europe,Spain,Madrid,SME,Net 45,REP041,Quinn Dubois,23536.47,0.0,23536.47,Overdue,,166,90+,5
AR-202401-10687,2024-01-12,2024-02-11,2024-02-16,CUST1446,Harbor Enterprises,Africa,South Africa,Cape Town,SME,Net 30,REP001,Ravi Ahmed,7916.77,7916.77,0.0,Paid,35.0,0,Current,1
AR-202508-10688,2025-08-16,2025-09-15,,CUST0914,Maple Group,Europe,Italy,Rome,SME,Net 30,REP033,Ravi Okoye,2100.27,0.0,2100.27,Overdue,,15,1-30,2
AR-202403-10689,2024-03-16,2024-04-30,2024-04-24,CUST0624,Maple Retailers,Africa,Kenya,Nairobi,Mid-Market,Net 45,REP028,Ike Brown,20044.94,20044.94,0.0,Paid,39.0,0,Current,1
AR-202409-10690,2024-09-24,2024-10-09,2024-10-18,CUST0806,Terra Holdings,Europe,Italy,Rome,SME,Net 15,REP027,Tunde Campbell,24179.28,24179.28,0.0,Paid,24.0,0,Current,1
AR-202411-10691,2024-11-20,2025-01-04,2025-01-24,CUST0313,Beta Retailers,Europe,France,Paris,Mid-Market,Net 45,REP027,Tunde Campbell,17757.22,17757.22,0.0,Paid,65.0,0,Current,1
AR-202401-10692,2024-01-21,2024-03-21,2024-04-26,CUST0121,Vertex Supplies,UK,England,Birmingham,Mid-Market,Net 60,REP016,Femi Okoye,20558.24,20558.24,0.0,Paid,96.0,0,Current,1
AR-202408-10693,2024-08-05,2024-08-20,,CUST0117,Alpha Partners,Africa,Nigeria,Abuja,SME,Net 15,REP028,Ike Brown,2152.51,0.0,2152.51,Overdue,,406,90+,5
AR-202407-10694,2024-07-07,2024-08-06,2024-08-29,CUST0381,Nova Enterprises,Europe,Germany,Berlin,Enterprise,Net 30,REP059,Sara Singh,9166.61,2235.39,6931.22,Overdue,53.0,420,90+,5
AR-202407-10695,2024-07-21,2024-09-19,2024-09-21,CUST1112,Epsilon Retailers,UK,Scotland,Glasgow,SME,Net 60,REP060,Liam Campbell,10787.17,10787.17,0.0,Paid,62.0,0,Current,1
AR-202508-10696,2025-08-15,2025-08-30,,CUST0825,Willow Enterprises,Europe,France,Paris,Mid-Market,Net 15,REP017,Tunde Williams,20580.37,0.0,20580.37,Overdue,,31,31-60,3
AR-202402-10697,2024-02-27,2024-03-28,2024-03-31,CUST0130,Aspen Trading,UK,England,Leeds,Enterprise,Net 30,REP054,Kemi Ahmed,20642.46,20642.46,0.0,Paid,33.0,0,Current,1
AR-202405-10698,2024-05-27,2024-06-26,2024-07-21,CUST0916,Quantum Solutions,Europe,Germany,Berlin,SME,Net 30,REP021,Ella Hughes,11001.24,11001.24,0.0,Paid,55.0,0,Current,1
AR-202405-10699,2024-05-13,2024-07-12,2024-07-13,CUST0530,Aspen Solutions,Africa,Kenya,Nairobi,SME,Net 60,REP019,Ben Campbell,15100.3,15100.3,0.0,Paid,61.0,0,Current,1
AR-202407-10700,2024-07-16,2024-09-14,2024-09-29,CUST1105,Pioneer Partners,UK,England,Birmingham,SME,Net 60,REP031,Kemi Nguyen,12161.01,12161.01,0.0,Paid,75.0,0,Current,1
AR-202402-10701,2024-02-10,2024-03-26,2024-03-27,CUST0096,Pioneer Holdings,UK,England,Birmingham,Mid-Market,Net 45,REP031,Kemi Nguyen,19532.3,19532.3,0.0,Paid,46.0,0,Current,1
AR-202506-10702,2025-06-15,2025-07-30,,CUST1460,Aspen Solutions,UK,England,Leeds,SME,Net 45,REP003,Noah Muller,1693.93,0.0,1693.93,Overdue,,62,61-90,4
AR-202506-10703,2025-06-05,2025-07-05,2025-07-01,CUST0008,Epsilon Partners,Africa,South Africa,Cape Town,Mid-Market,Net 30,REP049,Tunde Hughes,7384.75,7384.75,0.0,Paid,26.0,0,Current,1
AR-202410-10704,2024-10-03,2024-11-17,2024-11-18,CUST0780,Beta Partners,Europe,Germany,Berlin,Enterprise,Net 45,REP059,Sara Singh,21664.18,21664.18,0.0,Paid,46.0,0,Current,1
AR-202409-10705,2024-09-22,2024-10-22,2024-10-22,CUST0424,Alpha Partners,Africa,Kenya,Nairobi,SME,Net 30,REP057,Ola Garcia,396.7,396.7,0.0,Paid,30.0,0,Current,1
AR-202406-10706,2024-06-09,2024-07-09,2024-07-04,CUST1462,Summit Logistics,UK,Scotland,Glasgow,SME,Net 30,REP016,Femi Okoye,2507.61,2507.61,0.0,Paid,25.0,0,Current,1
AR-202409-10707,2024-09-18,2024-11-17,2024-11-19,CUST0131,Epsilon Supplies,Africa,Nigeria,Abuja,SME,Net 60,REP035,Priya Lee,18721.79,18721.79,0.0,Paid,62.0,0,Current,1
AR-202509-10708,2025-09-07,2025-10-07,2025-10-08,CUST0466,Willow Retailers,Europe,Netherlands,Amsterdam,SME,Net 30,REP026,Maya Campbell,11266.1,11266.1,0.0,Paid,31.0,0,Current,1
AR-202503-10709,2025-03-27,2025-04-26,2025-04-25,CUST0046,Alpha Holdings,UK,England,Manchester,SME,Net 30,REP002,Ike Khan,19719.69,19719.69,0.0,Paid,29.0,0,Current,1
AR-202402-10710,2024-02-12,2024-03-13,2024-03-30,CUST0584,Maple Industries,Africa,Nigeria,Lagos,SME,Net 30,REP052,Priya Smith,15182.9,15182.9,0.0,Paid,47.0,0,Current,1
AR-202411-10711,2024-11-01,2024-12-16,2024-12-18,CUST1096,Radiant Retailers,Europe,France,Paris,Mid-Market,Net 45,REP021,Ella Hughes,18255.87,18255.87,0.0,Paid,47.0,0,Current,1
AR-202406-10712,2024-06-25,2024-07-25,2024-08-12,CUST1267,Cedar Logistics,Africa,South Africa,Cape Town,Enterprise,Net 30,REP009,Ike Okoye,9156.72,2732.81,6423.91,Overdue,48.0,432,90+,5
AR-202404-10713,2024-04-23,2024-06-07,2024-06-07,CUST0851,Nova Holdings,Europe,Germany,Berlin,Mid-Market,Net 45,REP041,Quinn Dubois,2015.58,2015.58,0.0,Paid,45.0,0,Current,1
AR-202409-10714,2024-09-13,2024-10-13,2024-10-21,CUST0269,River Logistics,Africa,Kenya,Nairobi,SME,Net 30,REP051,Ben Dubois,18209.15,18209.15,0.0,Paid,38.0,0,Current,1
AR-202403-10715,2024-03-09,2024-05-08,2024-05-08,CUST0409,Xenon Retailers,Europe,France,Paris,Enterprise,Net 60,REP058,Ike Okoye,21939.72,21939.72,0.0,Paid,60.0,0,Current,1
AR-202411-10716,2024-11-26,2025-01-10,2025-01-03,CUST0313,Beta Retailers,Europe,France,Paris,Mid-Market,Net 45,REP026,Maya Campbell,9314.6,9314.6,0.0,Paid,38.0,0,Current,1
AR-202401-10717,2024-01-03,2024-02-02,2024-02-03,CUST0401,Delta Supplies,Africa,Nigeria,Lagos,Enterprise,Net 30,REP011,Maya Williams,6197.3,6197.3,0.0,Paid,31.0,0,Current,1
AR-202507-10718,2025-07-01,2025-07-16,,CUST0694,Harbor Trading,Europe,Germany,Berlin,Mid-Market,Net 15,REP021,Ella Hughes,8955.38,0.0,8955.38,Overdue,,76,61-90,4
AR-202410-10719,2024-10-09,2024-11-23,2024-12-11,CUST0780,Beta Partners,Europe,Germany,Berlin,Enterprise,Net 45,REP041,Quinn Dubois,12509.01,12509.01,0.0,Paid,63.0,0,Current,1
AR-202504-10720,2025-04-03,2025-05-03,2025-04-29,CUST0719,Alpha Supplies,Africa,Nigeria,Lagos,Enterprise,Net 30,REP001,Ravi Ahmed,13949.93,13949.93,0.0,Paid,26.0,0,Current,1
AR-202506-10721,2025-06-28,2025-07-13,2025-07-14,CUST0896,Alpha Solutions,Europe,Netherlands,Amsterdam,Mid-Market,Net 15,REP053,Julia Lee,7248.98,7248.98,0.0,Paid,16.0,0,Current,1
AR-202403-10722,2024-03-12,2024-04-26,2024-04-23,CUST0690,Cedar Enterprises,Europe,Italy,Rome,SME,Net 45,REP024,David Rossi,14472.67,14472.67,0.0,Paid,42.0,0,Current,1
AR-202507-10723,2025-07-23,2025-09-06,2025-10-12,CUST0860,Aspen Trading,UK,England,London,Mid-Market,Net 45,REP048,Ella Garcia,7074.14,7074.14,0.0,Paid,81.0,0,Current,1
AR-202407-10724,2024-07-25,2024-08-24,2024-09-09,CUST0469,Terra Logistics,UK,England,Birmingham,Mid-Market,Net 30,REP054,Kemi Ahmed,8371.96,8371.96,0.0,Paid,46.0,0,Current,1
AR-202403-10725,2024-03-29,2024-04-28,2024-05-01,CUST0784,Beta Solutions,Africa,Nigeria,Lagos,Mid-Market,Net 30,REP057,Ola Garcia,1435.44,1435.44,0.0,Paid,33.0,0,Current,1
AR-202503-10726,2025-03-08,2025-04-07,2025-05-13,CUST0459,Cedar Solutions,Europe,Spain,Madrid,Enterprise,Net 30,REP059,Sara Singh,13326.68,13326.68,0.0,Paid,66.0,0,Current,1
AR-202404-10727,2024-04-17,2024-06-16,2024-06-17,CUST0796,Beta Supplies,UK,England,Manchester,SME,Net 60,REP060,Liam Campbell,24651.12,24651.12,0.0,Paid,61.0,0,Current,1
AR-202507-10728,2025-07-07,2025-07-22,2025-08-04,CUST0004,Umbra Industries,UK,England,London,Mid-Market,Net 15,REP056,Priya Khan,17635.32,17635.32,0.0,Paid,28.0,0,Current,1
AR-202507-10729,2025-07-09,2025-08-08,2025-08-10,CUST0892,Radiant Industries,Europe,France,Paris,SME,Net 30,REP033,Ravi Okoye,17025.26,17025.26,0.0,Paid,32.0,0,Current,1
AR-202410-10730,2024-10-24,2024-11-23,,CUST0285,Willow Supplies,Africa,Nigeria,Lagos,SME,Net 30,REP012,Ada Ahmed,18144.05,0.0,18144.05,Overdue,,311,90+,5
AR-202501-10731,2025-01-09,2025-02-23,,CUST0119,Beta Supplies,UK,England,Birmingham,SME,Net 45,REP025,Ada Davis,4939.36,0.0,4939.36,Overdue,,219,90+,5
AR-202406-10732,2024-06-03,2024-07-03,,CUST1124,Willow Logistics,Africa,Nigeria,Abuja,SME,Net 30,REP019,Ben Campbell,18100.63,0.0,18100.63,Overdue,,454,90+,5
AR-202409-10733,2024-09-17,2024-10-02,2024-10-10,CUST1117,Alpha Industries,UK,England,Leeds,SME,Net 15,REP048,Ella Garcia,17485.13,4087.44,13397.69,Overdue,23.0,363,90+,5
AR-202401-10734,2024-01-15,2024-02-14,2024-02-14,CUST1111,Beta Logistics,Africa,Nigeria,Abuja,Mid-Market,Net 30,REP046,Ben Williams,15719.65,15719.65,0.0,Paid,30.0,0,Current,1
AR-202410-10735,2024-10-31,2024-12-15,2025-01-01,CUST1221,Pioneer Retailers,Europe,Spain,Madrid,SME,Net 45,REP026,Maya Campbell,479.27,479.27,0.0,Paid,62.0,0,Current,1
AR-202409-10736,2024-09-30,2024-10-30,2024-11-08,CUST0155,Cedar Partners,Africa,South Africa,Johannesburg,Mid-Market,Net 30,REP045,Chinwe Nguyen,16015.72,16015.72,0.0,Paid,39.0,0,Current,1
AR-202411-10737,2024-11-19,2024-12-04,2024-12-04,CUST0790,Xenon Partners,Europe,Spain,Madrid,SME,Net 15,REP059,Sara Singh,11276.8,11276.8,0.0,Paid,15.0,0,Current,1
AR-202505-10738,2025-05-24,2025-06-23,,CUST0260,Willow Supplies,Africa,Nigeria,Abuja,SME,Net 30,REP010,Tunde Khan,9098.77,0.0,9098.77,Overdue,,99,90+,5
AR-202411-10739,2024-11-06,2024-12-06,2024-12-19,CUST0320,Quantum Solutions,Africa,South Africa,Johannesburg,SME,Net 30,REP010,Tunde Khan,10999.45,10999.45,0.0,Paid,43.0,0,Current,1
AR-202408-10740,2024-08-31,2024-10-15,2024-11-04,CUST0042,Alpha Enterprises,Europe,France,Paris,Mid-Market,Net 45,REP042,Julia Dubois,5417.94,5417.94,0.0,Paid,65.0,0,Current,1
AR-202506-10741,2025-06-20,2025-07-20,2025-08-03,CUST0205,Quantum Logistics,UK,Scotland,Glasgow,Mid-Market,Net 30,REP031,Kemi Nguyen,9335.21,9335.21,0.0,Paid,44.0,0,Current,1
AR-202507-10742,2025-07-07,2025-09-05,,CUST0181,Radiant Holdings,Africa,Nigeria,Lagos,SME,Net 60,REP045,Chinwe Nguyen,9408.68,0.0,9408.68,Overdue,,25,1-30,2
AR-202503-10743,2025-03-16,2025-04-30,2025-06-11,CUST0443,Alpha Solutions,Africa,Nigeria,Abuja,SME,Net 45,REP022,Kemi Garcia,12660.42,12660.42,0.0,Paid,87.0,0,Current,1
AR-202412-10744,2024-12-01,2024-12-31,2025-02-13,CUST0718,Beta Retailers,Africa,Kenya,Nairobi,SME,Net 30,REP023,Kemi Lee,20773.84,20773.84,0.0,Paid,74.0,0,Current,1
AR-202401-10745,2024-01-15,2024-02-14,2024-02-16,CUST0164,Quantum Trading,UK,England,Leeds,SME,Net 30,REP056,Priya Khan,15088.95,15088.95,0.0,Paid,32.0,0,Current,1
AR-202403-10746,2024-03-03,2024-04-02,2024-03-27,CUST0889,Summit Supplies,Africa,Kenya,Nairobi,SME,Net 30,REP023,Kemi Lee,17180.02,17180.02,0.0,Paid,24.0,0,Current,1
AR-202508-10747,2025-08-25,2025-09-24,2025-10-13,CUST1272,Epsilon Retailers,Africa,South Africa,Johannesburg,SME,Net 30,REP023,Kemi Lee,21577.8,11352.1,10225.7,Overdue,49.0,6,1-30,2
AR-202508-10748,2025-08-31,2025-10-15,2025-10-08,CUST1095,Radiant Group,Africa,South Africa,Johannesburg,SME,Net 45,REP051,Ben Dubois,1788.35,1788.35,0.0,Paid,38.0,0,Current,1
AR-202412-10749,2024-12-21,2025-01-05,2025-01-06,CUST1301,Xenon Enterprises,Africa,Nigeria,Lagos,SME,Net 15,REP039,Julia Singh,9436.68,9436.68,0.0,Paid,16.0,0,Current,1
AR-202509-10750,2025-09-02,2025-10-02,,CUST1045,Maple Partners,UK,Scotland,Glasgow,SME,Net 30,REP043,Ravi Nguyen,10017.09,0.0,10017.09,Open,,0,Current,1
AR-202403-10751,2024-03-22,2024-04-21,2024-04-21,CUST0693,Epsilon Retailers,Africa,Kenya,Nairobi,SME,Net 30,REP028,Ike Brown,15711.43,15711.43,0.0,Paid,30.0,0,Current,1
AR-202509-10752,2025-09-01,2025-10-01,2025-10-16,CUST0213,Summit Holdings,Africa,Kenya,Nairobi,SME,Net 30,REP012,Ada Ahmed,13582.66,13582.66,0.0,Paid,45.0,0,Current,1
AR-202401-10753,2024-01-19,2024-02-18,2024-02-19,CUST1197,Harbor Trading,Africa,South Africa,Johannesburg,Enterprise,Net 30,REP010,Tunde Khan,16956.5,16956.5,0.0,Paid,31.0,0,Current,1
AR-202408-10754,2024-08-18,2024-09-02,,CUST0956,Beta Supplies,Africa,Nigeria,Lagos,Enterprise,Net 15,REP035,Priya Lee,13419.7,0.0,13419.7,Overdue,,393,90+,5
AR-202507-10755,2025-07-16,2025-08-30,2025-08-30,CUST1156,River Supplies,Europe,Italy,Rome,SME,Net 45,REP036,Ella Baker,22978.61,22978.61,0.0,Paid,45.0,0,Current,1
AR-202410-10756,2024-10-03,2024-11-17,2024-12-03,CUST1096,Radiant Retailers,Europe,France,Paris,Mid-Market,Net 45,REP024,David Rossi,11147.3,11147.3,0.0,Paid,61.0,0,Current,1
AR-202410-10757,2024-10-12,2024-11-26,2024-11-28,CUST1120,Quantum Industries,Europe,Spain,Madrid,Mid-Market,Net 45,REP026,Maya Campbell,22771.54,8263.8,14507.74,Overdue,47.0,308,90+,5
AR-202509-10758,2025-09-18,2025-11-02,2025-11-03,CUST0615,Beta Supplies,UK,England,Birmingham,SME,Net 45,REP004,Chinwe Ahmed,7929.87,7929.87,0.0,Paid,46.0,0,Current,1
AR-202504-10759,2025-04-17,2025-05-17,2025-06-02,CUST0537,Cedar Solutions,Africa,South Africa,Johannesburg,SME,Net 30,REP019,Ben Campbell,19929.69,9130.3,10799.39,Overdue,46.0,136,90+,5
AR-202403-10760,2024-03-29,2024-04-28,2024-04-29,CUST1427,Terra Trading,Europe,Italy,Rome,SME,Net 30,REP017,Tunde Williams,24989.39,24989.39,0.0,Paid,31.0,0,Current,1
AR-202409-10761,2024-09-10,2024-10-25,2024-10-25,CUST1361,Aspen Logistics,Africa,South Africa,Johannesburg,SME,Net 45,REP037,Maya Patel,18959.37,18959.37,0.0,Paid,45.0,0,Current,1
AR-202404-10762,2024-04-12,2024-05-12,2024-06-09,CUST0725,Quantum Supplies,Europe,France,Paris,SME,Net 30,REP018,Liam Khan,21097.84,14067.16,7030.68,Overdue,58.0,506,90+,5
AR-202405-10763,2024-05-04,2024-06-03,2024-06-15,CUST1076,Radiant Enterprises,UK,England,London,Enterprise,Net 30,REP047,Priya Baker,4038.05,2115.55,1922.5,Overdue,42.0,484,90+,5
